No,MatchName,Sport,Region,Date,Time,Game_Info,Relative_Path,Full_URL
1,"Archbishop Spalding Severn vs Dematha Hyattsville",Football,"Maryland",08/28/2026,07:00 PM,"The Dematha Hyattsville varsity football team has an away non-conference game @ Archbishop Spalding Severn (Maryland) on Thursday, August 27 @ 7p.","/md/football/game/archbishop-spalding-severn-vs-dematha-hyattsville/8-28-2026/?c=ebc96c54-138d-4cd6-9be5-6a770e94f99c","https://www.maxpreps.com/md/football/game/archbishop-spalding-severn-vs-dematha-hyattsville/8-28-2026/?c=ebc96c54-138d-4cd6-9be5-6a770e94f99c"
2,"Mcdonogh Owings Mills vs Riverdale Baptist Rbs Upper Marlboro",Football,"Maryland",08/28/2026,07:00 PM,"The Riverdale Baptist Rbs Upper Marlboro varsity football team has an away non-conference game @ Mcdonogh Owings Mills (Maryland) on Thursday, August 27 @ 7p.","/md/football/game/mcdonogh-owings-mills-vs-riverdale-baptist-rbs-upper-marlboro/8-28-2026/?c=fc1c07f3-6fa4-4d71-87b5-10d91d6573bf","https://www.maxpreps.com/md/football/game/mcdonogh-owings-mills-vs-riverdale-baptist-rbs-upper-marlboro/8-28-2026/?c=fc1c07f3-6fa4-4d71-87b5-10d91d6573bf"
