No,MatchName,Sport,Region,Date,Time,Game_Info,Relative_Path,Full_URL
127,"Eastern Guilford Gibsonville vs Walter M Williams Bulldogs Burlington",Football,"North Carolina",08/28/2026,07:00 PM,"The Walter M Williams Bulldogs Burlington varsity football team has an away non-conference game @ Eastern Guilford Gibsonville (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/eastern-guilford-gibsonville-vs-walter-m-williams-bulldogs-burlington/8-28-2026/?c=3eb21cb2-5556-48f9-9442-b3e09d0c875f","https://www.maxpreps.com/nc/football/game/eastern-guilford-gibsonville-vs-walter-m-williams-bulldogs-burlington/8-28-2026/?c=3eb21cb2-5556-48f9-9442-b3e09d0c875f"
128,"East Wilkes Ronda vs Mount Airy Granite Bears",Football,"North Carolina",08/28/2026,07:00 PM,"The Mount Airy Granite Bears varsity football team has an away non-conference game @ East Wilkes Ronda (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/east-wilkes-ronda-vs-mount-airy-granite-bears/8-28-2026/?c=cbbf9122-c397-4851-8e17-4cb201b225a7","https://www.maxpreps.com/nc/football/game/east-wilkes-ronda-vs-mount-airy-granite-bears/8-28-2026/?c=cbbf9122-c397-4851-8e17-4cb201b225a7"
129,"Enloe Raleigh vs Knightdale",Football,"North Carolina",08/28/2026,07:00 PM,"The Knightdale varsity football team has an away non-conference game @ Enloe Raleigh (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/enloe-raleigh-vs-knightdale/8-28-2026/?c=876f4991-ab95-4bcd-9e9d-23e46a7bca2c","https://www.maxpreps.com/nc/football/game/enloe-raleigh-vs-knightdale/8-28-2026/?c=876f4991-ab95-4bcd-9e9d-23e46a7bca2c"
130,"John Paul Ii Catholic Greenville vs South Wake Christian Athletics Cary",Football,"North Carolina",08/28/2026,07:00 PM,"The South Wake Christian Athletics Cary varsity football team has an away non-conference game @ John Paul Ii Catholic Greenville (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/john-paul-ii-catholic-greenville-vs-south-wake-christian-athletics-cary/8-28-2026/?c=9e9cb957-b7e0-418d-b299-00171a9cd878","https://www.maxpreps.com/nc/football/game/john-paul-ii-catholic-greenville-vs-south-wake-christian-athletics-cary/8-28-2026/?c=9e9cb957-b7e0-418d-b299-00171a9cd878"
131,"Pender Burgaw vs Red Springs",Football,"North Carolina",08/28/2026,07:00 PM,"The Red Springs varsity football team has an away non-conference game @ Pender Burgaw (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/pender-burgaw-vs-red-springs/8-28-2026/?c=c0418403-a66f-49e8-a840-5bd7a0f0e426","https://www.maxpreps.com/nc/football/game/pender-burgaw-vs-red-springs/8-28-2026/?c=c0418403-a66f-49e8-a840-5bd7a0f0e426"
132,"Harrells Christian Academy vs Wayne Christian Goldsboro",Football,"North Carolina",08/28/2026,07:00 PM,"The Wayne Christian Goldsboro varsity football team has an away non-conference game @ Harrells Christian Academy (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/harrells-christian-academy-vs-wayne-christian-goldsboro/8-28-2026/?c=25014078-20e2-42da-8107-833a317d5ea1","https://www.maxpreps.com/nc/football/game/harrells-christian-academy-vs-wayne-christian-goldsboro/8-28-2026/?c=25014078-20e2-42da-8107-833a317d5ea1"
133,"East Forsyth Kernersville vs Northern Guilford Greensboro",Football,"North Carolina",08/28/2026,07:00 PM,"The Northern Guilford Greensboro varsity football team has an away non-conference game @ East Forsyth Kernersville (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/east-forsyth-kernersville-vs-northern-guilford-greensboro/8-28-2026/?c=d6ca4e33-5b49-4b95-b179-a99407fba86f","https://www.maxpreps.com/nc/football/game/east-forsyth-kernersville-vs-northern-guilford-greensboro/8-28-2026/?c=d6ca4e33-5b49-4b95-b179-a99407fba86f"
134,"South Granville Creedmoor vs Vance County Henderson",Football,"North Carolina",08/28/2026,07:00 PM,"The Vance County Henderson varsity football team has an away non-conference game @ South Granville Creedmoor (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/south-granville-creedmoor-vs-vance-county-henderson/8-28-2026/?c=aad354a0-9ce4-4038-a9fa-86491cd03c69","https://www.maxpreps.com/nc/football/game/south-granville-creedmoor-vs-vance-county-henderson/8-28-2026/?c=aad354a0-9ce4-4038-a9fa-86491cd03c69"
135,"Farmville Central vs South Central Winterville",Football,"North Carolina",08/28/2026,07:00 PM,"The South Central Winterville varsity football team has an away non-conference game @ Farmville Central (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/farmville-central-vs-south-central-winterville/8-28-2026/?c=0b5bfe77-0bdc-419b-a694-2b0a3bab842e","https://www.maxpreps.com/nc/football/game/farmville-central-vs-south-central-winterville/8-28-2026/?c=0b5bfe77-0bdc-419b-a694-2b0a3bab842e"
136,"Lakewood Roseboro vs Lejeune Camp Lejeune",Football,"North Carolina",08/28/2026,07:00 PM,"The Lejeune Camp Lejeune varsity football team has an away non-conference game @ Lakewood Roseboro (North Carolina) on Thursday, August 27 @ 7p.","/nc/football/game/lakewood-roseboro-vs-lejeune-camp-lejeune/8-28-2026/?c=ede8b717-d896-46ee-9c88-638a7f8ea58d","https://www.maxpreps.com/nc/football/game/lakewood-roseboro-vs-lejeune-camp-lejeune/8-28-2026/?c=ede8b717-d896-46ee-9c88-638a7f8ea58d"
